Unnamed: 0,digit1,digit2,digit3,digit4,digit5,strings
16573,A,E,Y,T,Y,AEYTY
16574,A,E,Y,T,Z,AEYTZ
16584,A,E,Y,V,T,AEYVT
16599,A,E,Y,W,T,AEYWT
16614,A,E,Y,X,T,AEYXT
16629,A,E,Y,Y,T,AEYYT
16644,A,E,Y,Z,T,AEYZT
16659,A,E,Z,A,T,AEZAT
16674,A,E,Z,B,T,AEZBT
16689,A,E,Z,C,T,AEZCT
16704,A,E,Z,D,T,AEZDT
16734,A,E,Z,F,T,AEZFT
16749,A,E,Z,J,T,AEZJT
16764,A,E,Z,K,T,AEZKT
16779,A,E,Z,Q,T,AEZQT
16785,A,E,Z,T,A,AEZTA
16786,A,E,Z,T,B,AEZTB
16787,A,E,Z,T,C,AEZTC
16788,A,E,Z,T,D,AEZTD
16789,A,E,Z,T,E,AEZTE
16790,A,E,Z,T,F,AEZTF
16791,A,E,Z,T,J,AEZTJ
16792,A,E,Z,T,K,AEZTK
16793,A,E,Z,T,Q,AEZTQ
16794,A,E,Z,T,T,AEZTT
16795,A,E,Z,T,V,AEZTV
16796,A,E,Z,T,W,AEZTW
16797,A,E,Z,T,X,AEZTX
16798,A,E,Z,T,Y,AEZTY
16799,A,E,Z,T,Z,AEZTZ
16809,A,E,Z,V,T,AEZVT
16824,A,E,Z,W,T,AEZWT
16839,A,E,Z,X,T,AEZXT
16854,A,E,Z,Y,T,AEZYT
16869,A,E,Z,Z,T,AEZZT
17014,A,F,A,T,E,AFATE
17239,A,F,B,T,E,AFBTE
17464,A,F,C,T,E,AFCTE
17689,A,F,D,T,E,AFDTE
17784,A,F,E,A,T,AFEAT
17799,A,F,E,B,T,AFEBT
17814,A,F,E,C,T,AFECT
17829,A,F,E,D,T,AFEDT
17859,A,F,E,F,T,AFEFT
17874,A,F,E,J,T,AFEJT
17889,A,F,E,K,T,AFEKT
17904,A,F,E,Q,T,AFEQT
17910,A,F,E,T,A,AFETA
17911,A,F,E,T,B,AFETB
17912,A,F,E,T,C,AFETC
17913,A,F,E,T,D,AFETD
17914,A,F,E,T,E,AFETE
17915,A,F,E,T,F,AFETF
17916,A,F,E,T,J,AFETJ
17917,A,F,E,T,K,AFETK
17918,A,F,E,T,Q,AFETQ
17919,A,F,E,T,T,AFETT
17920,A,F,E,T,V,AFETV
17921,A,F,E,T,W,AFETW
17922,A,F,E,T,X,AFETX
17923,A,F,E,T,Y,AFETY
17924,A,F,E,T,Z,AFETZ
17934,A,F,E,V,T,AFEVT
17949,A,F,E,W,T,AFEWT
17964,A,F,E,X,T,AFEXT
17979,A,F,E,Y,T,AFEYT
17994,A,F,E,Z,T,AFEZT
18139,A,F,F,T,E,AFFTE
18364,A,F,J,T,E,AFJTE
18589,A,F,K,T,E,AFKTE
18814,A,F,Q,T,E,AFQTE
18904,A,F,T,A,E,AFTAE
18919,A,F,T,B,E,AFTBE
18934,A,F,T,C,E,AFTCE
18949,A,F,T,D,E,AFTDE
18979,A,F,T,F,E,AFTFE
18994,A,F,T,J,E,AFTJE
19009,A,F,T,K,E,AFTKE
19024,A,F,T,Q,E,AFTQE
19039,A,F,T,T,E,AFTTE
19054,A,F,T,V,E,AFTVE
19069,A,F,T,W,E,AFTWE
19084,A,F,T,X,E,AFTXE
19099,A,F,T,Y,E,AFTYE
19114,A,F,T,Z,E,AFTZE
19264,A,F,V,T,E,AFVTE
19489,A,F,W,T,E,AFWTE
19714,A,F,X,T,E,AFXTE
19939,A,F,Y,T,E,AFYTE
20164,A,F,Z,T,E,AFZTE
20389,A,J,A,T,E,AJATE
20614,A,J,B,T,E,AJBTE
20839,A,J,C,T,E,AJCTE
21064,A,J,D,T,E,AJDTE
21159,A,J,E,A,T,AJEAT
21174,A,J,E,B,T,AJEBT
21189,A,J,E,C,T,AJECT
21204,A,J,E,D,T,AJEDT
21234,A,J,E,F,T,AJEFT
21249,A,J,E,J,T,AJEJT
21264,A,J,E,K,T,AJEKT
21279,A,J,E,Q,T,AJEQT
21285,A,J,E,T,A,AJETA
21286,A,J,E,T,B,AJETB
21287,A,J,E,T,C,AJETC
21288,A,J,E,T,D,AJETD
21289,A,J,E,T,E,AJETE
21290,A,J,E,T,F,AJETF
21291,A,J,E,T,J,AJETJ
21292,A,J,E,T,K,AJETK
21293,A,J,E,T,Q,AJETQ
21294,A,J,E,T,T,AJETT
21295,A,J,E,T,V,AJETV
21296,A,J,E,T,W,AJETW
21297,A,J,E,T,X,AJETX
21298,A,J,E,T,Y,AJETY
21299,A,J,E,T,Z,AJETZ
21309,A,J,E,V,T,AJEVT
21324,A,J,E,W,T,AJEWT
21339,A,J,E,X,T,AJEXT
21354,A,J,E,Y,T,AJEYT
21369,A,J,E,Z,T,AJEZT
21514,A,J,F,T,E,AJFTE
21739,A,J,J,T,E,AJJTE
21964,A,J,K,T,E,AJKTE
22189,A,J,Q,T,E,AJQTE
22279,A,J,T,A,E,AJTAE
22294,A,J,T,B,E,AJTBE
22309,A,J,T,C,E,AJTCE
22324,A,J,T,D,E,AJTDE
22354,A,J,T,F,E,AJTFE
22369,A,J,T,J,E,AJTJE
22384,A,J,T,K,E,AJTKE
22399,A,J,T,Q,E,AJTQE
22414,A,J,T,T,E,AJTTE
22429,A,J,T,V,E,AJTVE
22444,A,J,T,W,E,AJTWE
22459,A,J,T,X,E,AJTXE
22474,A,J,T,Y,E,AJTYE
22489,A,J,T,Z,E,AJTZE
22639,A,J,V,T,E,AJVTE
22864,A,J,W,T,E,AJWTE
23089,A,J,X,T,E,AJXTE
23314,A,J,Y,T,E,AJYTE
23539,A,J,Z,T,E,AJZTE
23764,A,K,A,T,E,AKATE
23989,A,K,B,T,E,AKBTE
24214,A,K,C,T,E,AKCTE
24439,A,K,D,T,E,AKDTE
24534,A,K,E,A,T,AKEAT
24549,A,K,E,B,T,AKEBT
24564,A,K,E,C,T,AKECT
24579,A,K,E,D,T,AKEDT
24609,A,K,E,F,T,AKEFT
24624,A,K,E,J,T,AKEJT
24639,A,K,E,K,T,AKEKT
24654,A,K,E,Q,T,AKEQT
24660,A,K,E,T,A,AKETA
24661,A,K,E,T,B,AKETB
24662,A,K,E,T,C,AKETC
24663,A,K,E,T,D,AKETD
24664,A,K,E,T,E,AKETE
24665,A,K,E,T,F,AKETF
24666,A,K,E,T,J,AKETJ
24667,A,K,E,T,K,AKETK
24668,A,K,E,T,Q,AKETQ
24669,A,K,E,T,T,AKETT
24670,A,K,E,T,V,AKETV
24671,A,K,E,T,W,AKETW
24672,A,K,E,T,X,AKETX
24673,A,K,E,T,Y,AKETY
24674,A,K,E,T,Z,AKETZ
24684,A,K,E,V,T,AKEVT
24699,A,K,E,W,T,AKEWT
24714,A,K,E,X,T,AKEXT
24729,A,K,E,Y,T,AKEYT
24744,A,K,E,Z,T,AKEZT
24889,A,K,F,T,E,AKFTE
25114,A,K,J,T,E,AKJTE
25339,A,K,K,T,E,AKKTE
25564,A,K,Q,T,E,AKQTE
25654,A,K,T,A,E,AKTAE
25669,A,K,T,B,E,AKTBE
25684,A,K,T,C,E,AKTCE
25699,A,K,T,D,E,AKTDE
25729,A,K,T,F,E,AKTFE
25744,A,K,T,J,E,AKTJE
25759,A,K,T,K,E,AKTKE
25774,A,K,T,Q,E,AKTQE
25789,A,K,T,T,E,AKTTE
25804,A,K,T,V,E,AKTVE
25819,A,K,T,W,E,AKTWE
25834,A,K,T,X,E,AKTXE
25849,A,K,T,Y,E,AKTYE
25864,A,K,T,Z,E,AKTZE
26014,A,K,V,T,E,AKVTE
26239,A,K,W,T,E,AKWTE
26464,A,K,X,T,E,AKXTE
26689,A,K,Y,T,E,AKYTE
26914,A,K,Z,T,E,AKZTE
27139,A,Q,A,T,E,AQATE
27364,A,Q,B,T,E,AQBTE
27589,A,Q,C,T,E,AQCTE
27814,A,Q,D,T,E,AQDTE
27909,A,Q,E,A,T,AQEAT
27924,A,Q,E,B,T,AQEBT
27939,A,Q,E,C,T,AQECT
27954,A,Q,E,D,T,AQEDT
27984,A,Q,E,F,T,AQEFT
27999,A,Q,E,J,T,AQEJT
28014,A,Q,E,K,T,AQEKT
28029,A,Q,E,Q,T,AQEQT
28035,A,Q,E,T,A,AQETA
28036,A,Q,E,T,B,AQETB
28037,A,Q,E,T,C,AQETC
28038,A,Q,E,T,D,AQETD
28039,A,Q,E,T,E,AQETE
28040,A,Q,E,T,F,AQETF
28041,A,Q,E,T,J,AQETJ
28042,A,Q,E,T,K,AQETK
28043,A,Q,E,T,Q,AQETQ
28044,A,Q,E,T,T,AQETT
28045,A,Q,E,T,V,AQETV
28046,A,Q,E,T,W,AQETW
28047,A,Q,E,T,X,AQETX
28048,A,Q,E,T,Y,AQETY
28049,A,Q,E,T,Z,AQETZ
28059,A,Q,E,V,T,AQEVT
28074,A,Q,E,W,T,AQEWT
28089,A,Q,E,X,T,AQEXT
28104,A,Q,E,Y,T,AQEYT
28119,A,Q,E,Z,T,AQEZT
28264,A,Q,F,T,E,AQFTE
28489,A,Q,J,T,E,AQJTE
28714,A,Q,K,T,E,AQKTE
28939,A,Q,Q,T,E,AQQTE
29029,A,Q,T,A,E,AQTAE
29044,A,Q,T,B,E,AQTBE
29059,A,Q,T,C,E,AQTCE
29074,A,Q,T,D,E,AQTDE
29104,A,Q,T,F,E,AQTFE
29119,A,Q,T,J,E,AQTJE
29134,A,Q,T,K,E,AQTKE
29149,A,Q,T,Q,E,AQTQE
29164,A,Q,T,T,E,AQTTE
29179,A,Q,T,V,E,AQTVE
29194,A,Q,T,W,E,AQTWE
29209,A,Q,T,X,E,AQTXE
29224,A,Q,T,Y,E,AQTYE
29239,A,Q,T,Z,E,AQTZE
29389,A,Q,V,T,E,AQVTE
29614,A,Q,W,T,E,AQWTE
29839,A,Q,X,T,E,AQXTE
30064,A,Q,Y,T,E,AQYTE
30289,A,Q,Z,T,E,AQZTE
33889,A,V,A,T,E,AVATE
34114,A,V,B,T,E,AVBTE
34339,A,V,C,T,E,AVCTE
34564,A,V,D,T,E,AVDTE
34659,A,V,E,A,T,AVEAT
34674,A,V,E,B,T,AVEBT
34689,A,V,E,C,T,AVECT
34704,A,V,E,D,T,AVEDT
34734,A,V,E,F,T,AVEFT
34749,A,V,E,J,T,AVEJT
34764,A,V,E,K,T,AVEKT
34779,A,V,E,Q,T,AVEQT
34785,A,V,E,T,A,AVETA
34786,A,V,E,T,B,AVETB
34787,A,V,E,T,C,AVETC
34788,A,V,E,T,D,AVETD
34789,A,V,E,T,E,AVETE
34790,A,V,E,T,F,AVETF
34791,A,V,E,T,J,AVETJ
34792,A,V,E,T,K,AVETK
34793,A,V,E,T,Q,AVETQ
34794,A,V,E,T,T,AVETT
34795,A,V,E,T,V,AVETV
34796,A,V,E,T,W,AVETW
34797,A,V,E,T,X,AVETX
34798,A,V,E,T,Y,AVETY
34799,A,V,E,T,Z,AVETZ
34809,A,V,E,V,T,AVEVT
34824,A,V,E,W,T,AVEWT
34839,A,V,E,X,T,AVEXT
34854,A,V,E,Y,T,AVEYT
34869,A,V,E,Z,T,AVEZT
35014,A,V,F,T,E,AVFTE
35239,A,V,J,T,E,AVJTE
35464,A,V,K,T,E,AVKTE
35689,A,V,Q,T,E,AVQTE
35779,A,V,T,A,E,AVTAE
35794,A,V,T,B,E,AVTBE
35809,A,V,T,C,E,AVTCE
35824,A,V,T,D,E,AVTDE
35854,A,V,T,F,E,AVTFE
35869,A,V,T,J,E,AVTJE
35884,A,V,T,K,E,AVTKE
35899,A,V,T,Q,E,AVTQE
35914,A,V,T,T,E,AVTTE
35929,A,V,T,V,E,AVTVE
35944,A,V,T,W,E,AVTWE
35959,A,V,T,X,E,AVTXE
35974,A,V,T,Y,E,AVTYE
35989,A,V,T,Z,E,AVTZE
36139,A,V,V,T,E,AVVTE
36364,A,V,W,T,E,AVWTE
36589,A,V,X,T,E,AVXTE
36814,A,V,Y,T,E,AVYTE
37039,A,V,Z,T,E,AVZTE
37264,A,W,A,T,E,AWATE
37489,A,W,B,T,E,AWBTE
37714,A,W,C,T,E,AWCTE
37939,A,W,D,T,E,AWDTE
38034,A,W,E,A,T,AWEAT
38049,A,W,E,B,T,AWEBT
38064,A,W,E,C,T,AWECT
38079,A,W,E,D,T,AWEDT
38109,A,W,E,F,T,AWEFT
38124,A,W,E,J,T,AWEJT
38139,A,W,E,K,T,AWEKT
38154,A,W,E,Q,T,AWEQT
38160,A,W,E,T,A,AWETA
38161,A,W,E,T,B,AWETB
38162,A,W,E,T,C,AWETC
38163,A,W,E,T,D,AWETD
38164,A,W,E,T,E,AWETE
38165,A,W,E,T,F,AWETF
38166,A,W,E,T,J,AWETJ
38167,A,W,E,T,K,AWETK
38168,A,W,E,T,Q,AWETQ
38169,A,W,E,T,T,AWETT
38170,A,W,E,T,V,AWETV
38171,A,W,E,T,W,AWETW
38172,A,W,E,T,X,AWETX
38173,A,W,E,T,Y,AWETY
38174,A,W,E,T,Z,AWETZ
38184,A,W,E,V,T,AWEVT
38199,A,W,E,W,T,AWEWT
38214,A,W,E,X,T,AWEXT
38229,A,W,E,Y,T,AWEYT
38244,A,W,E,Z,T,AWEZT
38389,A,W,F,T,E,AWFTE
38614,A,W,J,T,E,AWJTE
38839,A,W,K,T,E,AWKTE
39064,A,W,Q,T,E,AWQTE
39154,A,W,T,A,E,AWTAE
39169,A,W,T,B,E,AWTBE
39184,A,W,T,C,E,AWTCE
39199,A,W,T,D,E,AWTDE
39229,A,W,T,F,E,AWTFE
39244,A,W,T,J,E,AWTJE
39259,A,W,T,K,E,AWTKE
39274,A,W,T,Q,E,AWTQE
39289,A,W,T,T,E,AWTTE
39304,A,W,T,V,E,AWTVE
39319,A,W,T,W,E,AWTWE
39334,A,W,T,X,E,AWTXE
39349,A,W,T,Y,E,AWTYE
39364,A,W,T,Z,E,AWTZE
39514,A,W,V,T,E,AWVTE
39739,A,W,W,T,E,AWWTE
39964,A,W,X,T,E,AWXTE
40189,A,W,Y,T,E,AWYTE
40414,A,W,Z,T,E,AWZTE
40639,A,X,A,T,E,AXATE
40864,A,X,B,T,E,AXBTE
41089,A,X,C,T,E,AXCTE
41314,A,X,D,T,E,AXDTE
41409,A,X,E,A,T,AXEAT
41424,A,X,E,B,T,AXEBT
41439,A,X,E,C,T,AXECT
41454,A,X,E,D,T,AXEDT
41484,A,X,E,F,T,AXEFT
41499,A,X,E,J,T,AXEJT
41514,A,X,E,K,T,AXEKT
41529,A,X,E,Q,T,AXEQT
41535,A,X,E,T,A,AXETA
41536,A,X,E,T,B,AXETB
41537,A,X,E,T,C,AXETC
41538,A,X,E,T,D,AXETD
41539,A,X,E,T,E,AXETE
41540,A,X,E,T,F,AXETF
41541,A,X,E,T,J,AXETJ
41542,A,X,E,T,K,AXETK
41543,A,X,E,T,Q,AXETQ
41544,A,X,E,T,T,AXETT
41545,A,X,E,T,V,AXETV
41546,A,X,E,T,W,AXETW
41547,A,X,E,T,X,AXETX
41548,A,X,E,T,Y,AXETY
41549,A,X,E,T,Z,AXETZ
41559,A,X,E,V,T,AXEVT
41574,A,X,E,W,T,AXEWT
41589,A,X,E,X,T,AXEXT
41604,A,X,E,Y,T,AXEYT
41619,A,X,E,Z,T,AXEZT
41764,A,X,F,T,E,AXFTE
41989,A,X,J,T,E,AXJTE
42214,A,X,K,T,E,AXKTE
42439,A,X,Q,T,E,AXQTE
42529,A,X,T,A,E,AXTAE
42544,A,X,T,B,E,AXTBE
42559,A,X,T,C,E,AXTCE
42574,A,X,T,D,E,AXTDE
42604,A,X,T,F,E,AXTFE
42619,A,X,T,J,E,AXTJE
42634,A,X,T,K,E,AXTKE
42649,A,X,T,Q,E,AXTQE
42664,A,X,T,T,E,AXTTE
42679,A,X,T,V,E,AXTVE
42694,A,X,T,W,E,AXTWE
42709,A,X,T,X,E,AXTXE
42724,A,X,T,Y,E,AXTYE
42739,A,X,T,Z,E,AXTZE
42889,A,X,V,T,E,AXVTE
43114,A,X,W,T,E,AXWTE
43339,A,X,X,T,E,AXXTE
43564,A,X,Y,T,E,AXYTE
43789,A,X,Z,T,E,AXZTE
44014,A,Y,A,T,E,AYATE
44239,A,Y,B,T,E,AYBTE
44464,A,Y,C,T,E,AYCTE
44689,A,Y,D,T,E,AYDTE
44784,A,Y,E,A,T,AYEAT
44799,A,Y,E,B,T,AYEBT
44814,A,Y,E,C,T,AYECT
44829,A,Y,E,D,T,AYEDT
44859,A,Y,E,F,T,AYEFT
44874,A,Y,E,J,T,AYEJT
44889,A,Y,E,K,T,AYEKT
44904,A,Y,E,Q,T,AYEQT
44910,A,Y,E,T,A,AYETA
44911,A,Y,E,T,B,AYETB
44912,A,Y,E,T,C,AYETC
44913,A,Y,E,T,D,AYETD
44914,A,Y,E,T,E,AYETE
44915,A,Y,E,T,F,AYETF
44916,A,Y,E,T,J,AYETJ
44917,A,Y,E,T,K,AYETK
44918,A,Y,E,T,Q,AYETQ
44919,A,Y,E,T,T,AYETT
44920,A,Y,E,T,V,AYETV
44921,A,Y,E,T,W,AYETW
44922,A,Y,E,T,X,AYETX
44923,A,Y,E,T,Y,AYETY
44924,A,Y,E,T,Z,AYETZ
44934,A,Y,E,V,T,AYEVT
44949,A,Y,E,W,T,AYEWT
44964,A,Y,E,X,T,AYEXT
44979,A,Y,E,Y,T,AYEYT
44994,A,Y,E,Z,T,AYEZT
45139,A,Y,F,T,E,AYFTE
45364,A,Y,J,T,E,AYJTE
45589,A,Y,K,T,E,AYKTE
45814,A,Y,Q,T,E,AYQTE
45904,A,Y,T,A,E,AYTAE
45919,A,Y,T,B,E,AYTBE
45934,A,Y,T,C,E,AYTCE
45949,A,Y,T,D,E,AYTDE
45979,A,Y,T,F,E,AYTFE
45994,A,Y,T,J,E,AYTJE
46009,A,Y,T,K,E,AYTKE
46024,A,Y,T,Q,E,AYTQE
46039,A,Y,T,T,E,AYTTE
46054,A,Y,T,V,E,AYTVE
46069,A,Y,T,W,E,AYTWE
46084,A,Y,T,X,E,AYTXE
46099,A,Y,T,Y,E,AYTYE
46114,A,Y,T,Z,E,AYTZE
46264,A,Y,V,T,E,AYVTE
46489,A,Y,W,T,E,AYWTE
46714,A,Y,X,T,E,AYXTE
46939,A,Y,Y,T,E,AYYTE
47164,A,Y,Z,T,E,AYZTE
47389,A,Z,A,T,E,AZATE
47614,A,Z,B,T,E,AZBTE
47839,A,Z,C,T,E,AZCTE
48064,A,Z,D,T,E,AZDTE
48159,A,Z,E,A,T,AZEAT
48174,A,Z,E,B,T,AZEBT
48189,A,Z,E,C,T,AZECT
48204,A,Z,E,D,T,AZEDT
48234,A,Z,E,F,T,AZEFT
48249,A,Z,E,J,T,AZEJT
48264,A,Z,E,K,T,AZEKT
48279,A,Z,E,Q,T,AZEQT
48285,A,Z,E,T,A,AZETA
48286,A,Z,E,T,B,AZETB
48287,A,Z,E,T,C,AZETC
48288,A,Z,E,T,D,AZETD
48289,A,Z,E,T,E,AZETE
48290,A,Z,E,T,F,AZETF
48291,A,Z,E,T,J,AZETJ
48292,A,Z,E,T,K,AZETK
48293,A,Z,E,T,Q,AZETQ
48294,A,Z,E,T,T,AZETT
48295,A,Z,E,T,V,AZETV
48296,A,Z,E,T,W,AZETW
48297,A,Z,E,T,X,AZETX
48298,A,Z,E,T,Y,AZETY
48299,A,Z,E,T,Z,AZETZ
48309,A,Z,E,V,T,AZEVT
48324,A,Z,E,W,T,AZEWT
48339,A,Z,E,X,T,AZEXT
48354,A,Z,E,Y,T,AZEYT
48369,A,Z,E,Z,T,AZEZT
48514,A,Z,F,T,E,AZFTE
48739,A,Z,J,T,E,AZJTE
48964,A,Z,K,T,E,AZKTE
49189,A,Z,Q,T,E,AZQTE
49279,A,Z,T,A,E,AZTAE
49294,A,Z,T,B,E,AZTBE
49309,A,Z,T,C,E,AZTCE
49324,A,Z,T,D,E,AZTDE
49354,A,Z,T,F,E,AZTFE
49369,A,Z,T,J,E,AZTJE
49384,A,Z,T,K,E,AZTKE
49399,A,Z,T,Q,E,AZTQE
49414,A,Z,T,T,E,AZTTE
49429,A,Z,T,V,E,AZTVE
49444,A,Z,T,W,E,AZTWE
49459,A,Z,T,X,E,AZTXE
49474,A,Z,T,Y,E,AZTYE
49489,A,Z,T,Z,E,AZTZE
49639,A,Z,V,T,E,AZVTE
49864,A,Z,W,T,E,AZWTE
50089,A,Z,X,T,E,AZXTE
50314,A,Z,Y,T,E,AZYTE
50539,A,Z,Z,T,E,AZZTE
54139,B,B,A,T,E,BBATE
54909,B,B,E,A,T,BBEAT
55035,B,B,E,T,A,BBETA
56029,B,B,T,A,E,BBTAE
57514,B,C,A,T,E,BCATE
58284,B,C,E,A,T,BCEAT
58410,B,C,E,T,A,BCETA
59404,B,C,T,A,E,BCTAE
60889,B,D,A,T,E,BDATE
61659,B,D,E,A,T,BDEAT
61785,B,D,E,T,A,BDETA
62779,B,D,T,A,E,BDTAE
64134,B,E,A,A,T,BEAAT
64149,B,E,A,B,T,BEABT
64164,B,E,A,C,T,BEACT
64179,B,E,A,D,T,BEADT
64209,B,E,A,F,T,BEAFT
64224,B,E,A,J,T,BEAJT
64239,B,E,A,K,T,BEAKT
64254,B,E,A,Q,T,BEAQT
64260,B,E,A,T,A,BEATA
64261,B,E,A,T,B,BEATB
64262,B,E,A,T,C,BEATC
64263,B,E,A,T,D,BEATD
64264,B,E,A,T,E,BEATE
64265,B,E,A,T,F,BEATF
64266,B,E,A,T,J,BEATJ
64267,B,E,A,T,K,BEATK
64268,B,E,A,T,Q,BEATQ
64269,B,E,A,T,T,BEATT
64270,B,E,A,T,V,BEATV
64271,B,E,A,T,W,BEATW
64272,B,E,A,T,X,BEATX
64273,B,E,A,T,Y,BEATY
64274,B,E,A,T,Z,BEATZ
64284,B,E,A,V,T,BEAVT
64299,B,E,A,W,T,BEAWT
64314,B,E,A,X,T,BEAXT
64329,B,E,A,Y,T,BEAYT
64344,B,E,A,Z,T,BEAZT
64359,B,E,B,A,T,BEBAT
64485,B,E,B,T,A,BEBTA
64584,B,E,C,A,T,BECAT
64710,B,E,C,T,A,BECTA
64809,B,E,D,A,T,BEDAT
64935,B,E,D,T,A,BEDTA
65034,B,E,E,A,T,BEEAT
65160,B,E,E,T,A,BEETA
65259,B,E,F,A,T,BEFAT
65385,B,E,F,T,A,BEFTA
65484,B,E,J,A,T,BEJAT
65610,B,E,J,T,A,BEJTA
65709,B,E,K,A,T,BEKAT
65835,B,E,K,T,A,BEKTA
65934,B,E,Q,A,T,BEQAT
66060,B,E,Q,T,A,BEQTA
66150,B,E,T,A,A,BETAA
66151,B,E,T,A,B,BETAB
66152,B,E,T,A,C,BETAC
66153,B,E,T,A,D,BETAD
66154,B,E,T,A,E,BETAE
66155,B,E,T,A,F,BETAF
66156,B,E,T,A,J,BETAJ
66157,B,E,T,A,K,BETAK
66158,B,E,T,A,Q,BETAQ
66159,B,E,T,A,T,BETAT
66160,B,E,T,A,V,BETAV
66161,B,E,T,A,W,BETAW
66162,B,E,T,A,X,BETAX
66163,B,E,T,A,Y,BETAY
66164,B,E,T,A,Z,BETAZ
66165,B,E,T,B,A,BETBA
66180,B,E,T,C,A,BETCA
66195,B,E,T,D,A,BETDA
66225,B,E,T,F,A,BETFA
66240,B,E,T,J,A,BETJA
66255,B,E,T,K,A,BETKA
66270,B,E,T,Q,A,BETQA
66285,B,E,T,T,A,BETTA
66300,B,E,T,V,A,BETVA
66315,B,E,T,W,A,BETWA
66330,B,E,T,X,A,BETXA
66345,B,E,T,Y,A,BETYA
66360,B,E,T,Z,A,BETZA
66384,B,E,V,A,T,BEVAT
66510,B,E,V,T,A,BEVTA
66609,B,E,W,A,T,BEWAT
66735,B,E,W,T,A,BEWTA
66834,B,E,X,A,T,BEXAT
66960,B,E,X,T,A,BEXTA
67059,B,E,Y,A,T,BEYAT
67185,B,E,Y,T,A,BEYTA
67284,B,E,Z,A,T,BEZAT
67410,B,E,Z,T,A,BEZTA
67639,B,F,A,T,E,BFATE
68409,B,F,E,A,T,BFEAT
68535,B,F,E,T,A,BFETA
69529,B,F,T,A,E,BFTAE
71014,B,J,A,T,E,BJATE
71784,B,J,E,A,T,BJEAT
71910,B,J,E,T,A,BJETA
72904,B,J,T,A,E,BJTAE
74389,B,K,A,T,E,BKATE
75159,B,K,E,A,T,BKEAT
75285,B,K,E,T,A,BKETA
76279,B,K,T,A,E,BKTAE
77764,B,Q,A,T,E,BQATE
78534,B,Q,E,A,T,BQEAT
78660,B,Q,E,T,A,BQETA
79654,B,Q,T,A,E,BQTAE
84514,B,V,A,T,E,BVATE
85284,B,V,E,A,T,BVEAT
85410,B,V,E,T,A,BVETA
86404,B,V,T,A,E,BVTAE
87889,B,W,A,T,E,BWATE
88659,B,W,E,A,T,BWEAT
88785,B,W,E,T,A,BWETA
89779,B,W,T,A,E,BWTAE
91264,B,X,A,T,E,BXATE
92034,B,X,E,A,T,BXEAT
92160,B,X,E,T,A,BXETA
93154,B,X,T,A,E,BXTAE
94639,B,Y,A,T,E,BYATE
95409,B,Y,E,A,T,BYEAT
95535,B,Y,E,T,A,BYETA
96529,B,Y,T,A,E,BYTAE
98014,B,Z,A,T,E,BZATE
98784,B,Z,E,A,T,BZEAT
98910,B,Z,E,T,A,BZETA
99904,B,Z,T,A,E,BZTAE
104764,C,B,A,T,E,CBATE
105534,C,B,E,A,T,CBEAT
105660,C,B,E,T,A,CBETA
106654,C,B,T,A,E,CBTAE
108139,C,C,A,T,E,CCATE
108909,C,C,E,A,T,CCEAT
109035,C,C,E,T,A,CCETA
110029,C,C,T,A,E,CCTAE
111514,C,D,A,T,E,CDATE
112284,C,D,E,A,T,CDEAT
112410,C,D,E,T,A,CDETA
113404,C,D,T,A,E,CDTAE
114759,C,E,A,A,T,CEAAT
114774,C,E,A,B,T,CEABT
114789,C,E,A,C,T,CEACT
114804,C,E,A,D,T,CEADT
114834,C,E,A,F,T,CEAFT
114849,C,E,A,J,T,CEAJT
114864,C,E,A,K,T,CEAKT
114879,C,E,A,Q,T,CEAQT
114885,C,E,A,T,A,CEATA
114886,C,E,A,T,B,CEATB
114887,C,E,A,T,C,CEATC
114888,C,E,A,T,D,CEATD
114889,C,E,A,T,E,CEATE
114890,C,E,A,T,F,CEATF
114891,C,E,A,T,J,CEATJ
114892,C,E,A,T,K,CEATK
114893,C,E,A,T,Q,CEATQ
114894,C,E,A,T,T,CEATT
114895,C,E,A,T,V,CEATV
114896,C,E,A,T,W,CEATW
114897,C,E,A,T,X,CEATX
114898,C,E,A,T,Y,CEATY
114899,C,E,A,T,Z,CEATZ
114909,C,E,A,V,T,CEAVT
114924,C,E,A,W,T,CEAWT
114939,C,E,A,X,T,CEAXT
114954,C,E,A,Y,T,CEAYT
114969,C,E,A,Z,T,CEAZT
114984,C,E,B,A,T,CEBAT
115110,C,E,B,T,A,CEBTA
115209,C,E,C,A,T,CECAT
115335,C,E,C,T,A,CECTA
115434,C,E,D,A,T,CEDAT
115560,C,E,D,T,A,CEDTA
115659,C,E,E,A,T,CEEAT
115785,C,E,E,T,A,CEETA
115884,C,E,F,A,T,CEFAT
116010,C,E,F,T,A,CEFTA
116109,C,E,J,A,T,CEJAT
116235,C,E,J,T,A,CEJTA
116334,C,E,K,A,T,CEKAT
116460,C,E,K,T,A,CEKTA
116559,C,E,Q,A,T,CEQAT
116685,C,E,Q,T,A,CEQTA
116775,C,E,T,A,A,CETAA
116776,C,E,T,A,B,CETAB
116777,C,E,T,A,C,CETAC
116778,C,E,T,A,D,CETAD
116779,C,E,T,A,E,CETAE
116780,C,E,T,A,F,CETAF
116781,C,E,T,A,J,CETAJ
116782,C,E,T,A,K,CETAK
116783,C,E,T,A,Q,CETAQ
116784,C,E,T,A,T,CETAT
116785,C,E,T,A,V,CETAV
116786,C,E,T,A,W,CETAW
